,Profession,Position,Join Date,Renewal Date,user_ID,chapter_ID,sponsor_ID
348,"Real Estate, Commercial Real Estate Brokerage",,01/11/2012,01/04/2014,2089,8,
349,"Financial, Commercial Bank Services",,30/11/2012,01/04/2014,1508,8,
350,"Health & Wellness, Chiropractor",Member,22/02/2013,01/04/2021,2577,8,2495.0
351,"Health & Wellness, Fitness Trainer",,01/03/2013,01/04/2016,2701,8,
352,"Photography, Photographer",,19/03/2013,01/05/2016,1107,8,
353,"Cleaning, Dry Cleaning",,19/03/2013,01/04/2015,681,8,2495.0
354,"Computer & Programming, IT & Networks",Member,19/03/2013,01/02/2022,727,8,1140.0
355,"Cleaning, Residential Cleaning",,19/03/2013,01/04/2014,2494,8,
356,"Event & Business Service, Technicians - Audio, Video","Visitor Host, Member",19/03/2013,01/07/2021,2495,8,1299.0
357,"Graphic Design, Graphic Designer",,01/06/2013,01/06/2014,1726,8,2495.0
358,"Photography, Photographer",,01/07/2013,01/07/2014,186,8,1107.0
359,"Trades, General Contractor Residential",,01/05/2014,01/09/2015,897,8,2894.0
360,"Employment, Employment Services",,01/09/2013,01/09/2014,1918,8,158.0
361,"Coach, Business Coach",,24/09/2013,01/07/2014,2585,8,
362,"Printing, Printer",,01/11/2013,01/11/2015,1137,8,
363,"Legal, Lawyer Real Estate",,01/11/2013,01/12/2016,788,8,681.0
364,"Consulting, Referral Marketing Consultant",,01/12/2013,01/12/2017,2641,8,1140.0
365,"Coach, Life Coach",,01/12/2013,01/12/2015,1206,8,1107.0
366,"Telecommunications, Telecommunications Services",,01/12/2013,01/12/2020,1895,8,727.0
367,"Insurance, Property & Casualty Insurance",,01/01/2014,01/01/2015,2839,8,1049.0
368,"Marketing, Market Branding",,01/01/2014,01/01/2015,1628,8,
369,"Health & Wellness, Massage Therapist",Member,01/02/2014,01/11/2021,2191,8,1299.0
370,"Accounting, Bookkeeper",,01/02/2014,01/02/2015,2284,8,1140.0
371,"Marketing, Marketing Strategy",,01/03/2014,01/03/2019,947,8,
372,"Automotive, Automotive Repair",,01/03/2014,01/03/2015,2388,8,
373,"Finance & Insurance, Life,Health and Disability Insurance",Member,01/03/2014,01/01/2022,1286,8,
374,"Accounting, Accountant",,01/04/2014,01/10/2017,11,8,
375,"Office, Office Furnishings/layout",,01/05/2014,01/05/2015,1831,8,
376,"Accounting, Bookkeeper",,20/05/2014,01/02/2015,2946,8,1140.0
377,"Photography, Photographer",,01/06/2014,01/06/2016,968,8,1107.0
378,"Retail, Florist",Member,01/08/2014,01/08/2021,2112,8,
379,"Trades, Heating & A/C",,01/08/2014,01/08/2015,1209,8,
380,"Administrative, Virtual Assistant",,12/08/2014,01/08/2018,2901,8,1140.0
381,"Security, Security Services",,01/09/2014,01/09/2015,1529,8,
382,"Trades, Painter",,01/09/2014,01/09/2017,895,8,
383,"Real estate services, Real Estate Investments","Vice President, Member",01/12/2014,01/05/2021,1614,8,727.0
384,"Trades, Builder: Residential",,01/02/2015,01/02/2017,602,8,788.0
385,"Appearance, Aesthetician-Esthetician",,01/06/2015,01/06/2016,841,8,2328.0
386,"Insurance, Commercial Insurance Broker",,01/08/2015,01/08/2016,1153,8,
387,"Writing Services, Copywriter & Editor",,01/09/2015,01/09/2016,2448,8,2328.0
388,"Trades, Electrician",,01/09/2015,01/09/2016,2127,8,
389,"Information Technology, IT Professional Services",,01/10/2015,01/10/2016,2139,8,2328.0
390,"Real estate services, Real Estate Inspector",Member,01/11/2015,01/05/2021,202,8,2328.0
391,"Employment, Recruiter",,01/11/2015,01/11/2016,1981,8,
392,"Health & Wellness, Kinesiology",,01/12/2015,01/06/2019,2742,8,
393,"Advertising & Marketing, Photographer","Mentoring Coordinator, Member",01/12/2015,01/12/2021,1819,8,2901.0
394,"Trades, Roofing, Gutters, Siding",,01/12/2015,01/12/2016,2628,8,602.0
395,"Interior, Interior Design Residential",,01/02/2016,01/08/2019,2539,8,2080.0
396,"Trades, General Contractor",,01/02/2016,01/02/2020,2543,8,2328.0
397,"Medical, Dentist",,01/03/2016,01/03/2017,2697,8,2641.0
398,"Consulting, Environmental Services",,01/04/2016,01/10/2017,2868,8,
399,"Health & Wellness, Fitness Trainer",,01/06/2016,01/06/2018,1318,8,1140.0
400,"Appearance, Cosmetics, Skin Care",,01/08/2016,01/08/2017,2205,8,
401,"Trades, Plumber",,01/08/2016,01/08/2017,443,8,2543.0
402,"Advertising & Marketing, Copywriter/Writer","Membership Committee, Member",01/08/2016,01/06/2021,2279,8,
403,"Insurance, Property & Casualty Insurance",,01/09/2016,01/09/2018,1033,8,1798.0
404,"Mortgage, Broker",,01/10/2016,01/10/2017,1236,8,2080.0
405,"Medical, Registered Nurse",,01/10/2016,01/10/2017,2786,8,
406,"Car & Motorcycle, Auto/Car Repair",Member,01/11/2016,01/11/2021,1853,8,2328.0
407,"Legal & Accounting, Real Estate Law","Events Co-ordinator, Member",01/12/2016,01/09/2021,475,8,788.0
408,"Construction, Electrician",Member,01/02/2017,01/02/2022,752,8,947.0
409,"Accounting, Accountant",,01/03/2017,01/03/2018,1353,8,2901.0
410,"Finance & Insurance, Residential Mortgages","Education Co-ordinator, Member",01/06/2017,01/12/2021,1204,8,2328.0
411,"Security, Security Services",,01/08/2017,01/08/2018,2004,8,1033.0
412,"Marketing, Digital Marketing",,01/08/2017,01/08/2019,1344,8,1819.0
413,"Media, Social Media",,01/10/2017,01/10/2020,1084,8,2901.0
414,"Marketing, Digital Marketing",,01/10/2017,01/10/2018,2802,8,2279.0
415,"Trades, Painter",,01/10/2017,01/10/2018,895,8,2328.0
416,"Trades, Roofing",,01/11/2017,01/11/2018,608,8,1140.0
417,"Health & Wellness, Fitness Trainer",Member,01/12/2017,01/06/2021,1539,8,1140.0
418,"Insurance, Business Insurance",,01/02/2018,01/02/2020,99,8,992.0
419,"Coach, Life Coach",,01/03/2018,01/03/2019,2263,8,99.0
420,"Health & Wellness, Naturopaths",Member,01/05/2018,01/10/2021,2115,8,
421,"Automotive, Automotive Sales and Service",,01/06/2018,01/06/2019,1129,8,2328.0
422,"Speaking, Speaker",,01/06/2018,01/07/2019,2267,8,1299.0
423,"Event Planning, Event Rentals",,01/06/2018,01/06/2020,2765,8,2279.0
424,"Landscaping, Landscaping,Garden & Lawn Care",,01/06/2018,01/06/2020,2694,8,202.0
425,"Accounting, Chartered Professional Accountant (CPA)",,01/06/2018,01/06/2020,1468,8,99.0
426,"Legal & Accounting, Bookkeeping","Member, Chapter Webmaster",01/07/2018,01/01/2022,2676,8,1614.0
427,"Moving & Storage, Moving/office installation",,01/07/2018,01/07/2019,1234,8,99.0
428,"Senior Services, Senior Support Services",,01/07/2018,01/07/2020,1493,8,
429,"Finance & Insurance, Property & Casualty Insurance",Member,01/08/2018,01/02/2022,1244,8,475.0
430,"Marketing, Personalized Greeting Card Service",,01/09/2018,01/09/2019,1666,8,2267.0
431,"Trades, Plumber",,01/09/2018,01/09/2019,1393,8,99.0
432,"Finance & Insurance, Credit Card/Merchant Services","Director Consultant, Visitor Host, Member",01/09/2018,01/03/2022,2883,8,
433,"Coach, Business Coach",,01/10/2018,01/10/2019,2503,8,2187.0
434,"Cleaning, Residential Cleaning",,01/10/2018,01/10/2019,1807,8,2328.0
435,"Medical, Home Nursing Care",,01/12/2018,01/06/2020,1765,8,1493.0
436,"Medical, Dentist",,01/12/2018,01/12/2019,43,8,1244.0
437,"Information Technology, Web Design",,01/02/2019,01/02/2020,1956,8,2279.0
438,"Information Technology, IT Professional Services",,01/05/2019,01/05/2020,2828,8,2676.0
439,"Deliveries, Delivery, Courier Service",,01/05/2019,01/05/2020,877,8,1234.0
440,"Food/Beverages, Caterer",,01/06/2019,01/06/2020,2242,8,2676.0
441,"Coach, Business Coach",,01/07/2019,01/11/2020,1997,8,2883.0
442,"Telecommunications, Telecommunications Services",,01/08/2019,01/01/2020,1895,8,727.0
443,"Telecommunications, Telecommunications Products/Services","Visitor Host, Member",01/09/2019,01/03/2022,1895,8,727.0
444,"Accounting, Chartered Professional Accountant (CPA)",,01/11/2019,01/11/2020,814,8,1521.0
445,"Medical, Dentist",,01/11/2019,01/11/2020,43,8,1244.0
446,"Trades, Painter",,01/12/2019,01/12/2020,1834,8,
447,"Legal, Lawyer: Wills & Estates",,01/12/2019,01/12/2020,2474,8,
448,"Medical, Dentist",,01/12/2019,01/12/2020,43,8,1244.0
449,"Construction, Roofing & Gutters","Visitor Host, Member",01/01/2020,01/01/2022,1860,8,2757.0
450,"Trades, General Contractor",,01/02/2020,01/02/2021,2132,8,727.0
451,"Construction, Builder/General Contractor","Events Co-ordinator, Member",01/02/2020,01/12/2021,603,8,
452,"Insurance, Supplemental Insurance",,01/03/2020,01/03/2021,2784,8,956.0
453,"Health & Wellness, Neuro-Linquistic Practitioner",,01/03/2020,01/03/2021,2043,8,
454,"Construction, HVAC - Heating & Air",Member,01/03/2020,01/03/2021,287,8,752.0
455,"Legal & Accounting, Chartered Professional Accountant (CPA)","Secretary / Treasurer, Member",01/04/2020,01/04/2021,2401,8,2676.0
456,"Advertising & Marketing, Digital Marketing",,01/05/2020,01/05/2021,1178,8,2279.0
457,"Food & Beverage, Food Service",Member,01/07/2020,01/07/2021,1931,8,1244.0
458,"Construction, Plumbing",Member,01/10/2020,01/03/2022,1393,8,2328.0
459,"Health & Wellness, Certified Holistic Nutritionist",Member,01/12/2020,01/12/2021,1885,8,1881.0
460,"Architecture & Engineering, Landscape Services",Member,01/12/2020,01/12/2021,281,8,1860.0
461,"Landscaping, Landscaping,Garden & Lawn Care",,01/12/2020,01/12/2020,281,8,1860.0
462,"Training & Coaching, Life Coach",Member,01/01/2021,01/01/2022,2761,8,1178.0
463,"Information Technology, Software Development",Member,01/01/2021,01/01/2022,1991,8,
464,"Personal Services, Senior Service Provider",Member,01/02/2021,01/02/2022,329,8,2112.0
465,"Unknown, BNIW_Null",,01/05/2003,01/05/2005,44,21,
466,"Unknown, BNIW_Null",,18/01/2005,01/08/2006,2329,21,
467,"Unknown, BNIW_Null",,08/04/2004,01/01/1900,298,21,
468,"Unknown, BNIW_Null",,08/04/2004,01/11/2005,1110,21,
469,"Information Technology, Internet Consultant",,01/07/2004,01/07/2006,362,21,
470,"Insurance, Property & Casualty Insurance",,01/10/2004,01/07/2005,833,21,
471,"Printing, Printer",,01/09/2004,01/09/2007,750,21,
472,"Gifts, Gift Baskets",,01/08/2003,01/01/1900,936,21,
473,"Food/Beverages, Caterer",,01/05/2000,01/03/2007,1602,21,
474,"Medical, Chiropractor",,01/04/2005,01/05/2008,805,21,
475,"Unknown, BNIW_Null",,01/08/2003,01/04/2006,783,21,
476,"Coach, Life Coach",,08/04/2004,01/03/2006,2789,21,
477,"Real Estate, Real Estate Sales Representative Residential",,08/04/2004,01/03/2009,2629,21,
478,"Cleaning, Carpet Cleaning",,01/07/2004,01/01/2008,1060,21,
479,"Trades, Renovations-Remodeling",,01/11/2001,01/02/2008,860,21,
480,"Legal, Lawyer Estate Planning",,01/05/2002,01/12/2006,973,21,
481,"Unknown, BNIW_Null",,10/03/2006,01/01/1900,2330,21,
482,"Security, Security Systems",,30/08/2007,01/01/2008,1704,21,
483,"Insurance, Property & Casualty Insurance",,01/08/2000,01/01/2009,1358,21,
484,"Legal, Lawyer Personal Injury",,01/03/2002,01/04/2009,1785,21,
485,"Financial, Financial Advisor",,01/08/2005,01/10/2008,667,21,
486,"Appliances, Appliance Repairs",,20/09/2005,01/10/2006,2661,21,
487,"Insurance, Life,Health and Disability Insurance",,04/10/2005,01/10/2006,1297,21,
488,"Unknown, BNIW_Null",,01/07/2006,01/07/2007,1939,21,
489,"Mortgage, Mortgage Broker",,01/07/2006,01/01/2009,2685,21,
490,"Printing, Printer",,01/10/2006,01/04/2009,2594,21,
491,"Marketing, Promotional Products",,01/11/2006,01/05/2009,2172,21,
492,"Interior, Interior Design Residential",,01/03/2007,01/03/2008,2417,21,1785.0
493,"Computer, Computer Sales & Service",,25/05/2007,26/05/2007,519,21,
494,"Computer, Computer Sales & Service",,05/07/2007,01/11/2008,519,21,
495,"Trades, Painter",,01/09/2007,01/03/2009,1086,21,1785.0
496,"Trades, Renovations-Remodeling",,21/05/2008,01/12/2008,2946,21,
497,"Legal, Lawyer Real Estate",,01/12/2005,01/02/2014,1219,11,
498,"Real Estate, Real Estate Sales Representative Residential",,01/02/2006,01/11/2008,1687,11,
499,"Medical, Chiropractor",,01/03/2006,01/03/2008,153,11,
500,"Health & Wellness, Health & Wellness Services",,01/03/2006,01/03/2007,1993,11,
501,"Accounting, Professional Accountant",,01/03/2006,01/03/2007,261,11,
502,"Health & Wellness, Health & Wellness Services",,01/03/2006,01/03/2008,1674,11,
503,"Legal, Lawyer Estate Planning",,01/03/2006,01/03/2007,1828,11,
504,"Cleaning, Carpet Cleaning",,01/03/2006,01/03/2007,2188,11,
505,"Unknown, BNIW_Null",,01/03/2006,01/03/2008,2892,11,
506,"Insurance, Life,Health and Disability Insurance",,01/03/2006,01/03/2007,1469,11,
507,"Mortgage, Residential Mortgage",,01/03/2006,01/03/2011,1014,11,
508,"Financial, Exempt Market Securities",,01/03/2006,01/04/2009,2647,11,
509,"Insurance, Property & Casualty Insurance",,01/03/2006,01/09/2009,898,11,
510,"Information Technology, Information Technology",,01/04/2006,01/04/2007,392,11,
511,"Computer, Computer Configuration & Support Services",,01/05/2006,01/05/2007,2571,11,
512,"Unknown, BNIW_Null",,01/05/2006,01/05/2007,2571,11,
513,"Coach, Business Coach",,01/06/2006,01/02/2008,529,11,
514,"Unknown, BNIW_Null",,31/05/2006,01/06/2007,529,11,
515,"Insurance, Life,Health and Disability Insurance",,01/07/2006,01/01/2009,1402,11,
516,"Finance & Insurance, Residential Mortgages","Education Co-ordinator, Member",01/01/2011,01/11/2021,1682,11,705.0
517,"Security, Security Systems",,01/08/2006,01/08/2007,1372,11,
518,"Trades, Renovations-Remodeling",,01/08/2006,01/08/2007,1830,11,
519,"Medical, Dentist",,01/09/2006,01/09/2007,2099,11,
520,"Photography, Photographer",,01/09/2006,01/09/2007,808,11,
521,"Printing, Printer",,01/09/2006,01/09/2008,92,11,
522,"Financial, Investment Registered Representative",,01/10/2006,01/10/2007,59,11,
523,"Cleaning, Commercial Cleaning",,01/10/2006,01/10/2007,343,11,
524,"Computer, Computer Configuration & Support Services",,01/11/2006,01/11/2007,2393,11,
525,"Financial, Bank Services",,01/02/2007,01/08/2008,2081,11,
526,"Unknown, BNIW_Null",,01/04/2007,01/04/2008,798,11,
527,"Consulting, Business Consultant",,14/05/2007,01/05/2008,1210,11,
528,"Accounting, Bookkeeper",,01/05/2007,01/05/2008,1456,11,
529,"Telecommunications, Telecommunications Services",,01/05/2007,01/05/2008,2298,11,
530,"Signs, Sign Company",,01/09/2007,01/01/2050,1992,11,1140.0
531,"Accounting, Professional Accountant",,01/09/2007,01/09/2009,729,11,34.0
532,"Financial, Business Financing",,01/03/2008,24/03/2008,413,11,2081.0
533,"Information Technology, Social Networking",,01/03/2008,01/01/2050,399,11,1402.0
534,"Printing, Printer",,01/04/2008,01/04/2009,499,11,
535,"Insurance, Group Benefits Consultant",,01/04/2008,01/07/2015,2894,11,
536,"Health & Wellness, Massage Therapist",,01/05/2008,01/05/2009,1215,11,2647.0
537,"Real Estate, Real Estate Sales Representative Residential",,01/10/2008,01/10/2009,2086,11,
538,"Employment, Employment Services",,01/11/2008,01/11/2009,253,11,729.0
539,"Computer, Computer Repair",,01/11/2008,01/06/2009,1824,11,
540,"Printing, Printer",,01/11/2008,01/05/2011,2023,11,
541,"Graphic Design, Graphic Designer",,01/03/2009,01/07/2010,958,11,1992.0
542,"Insurance, Property & Casualty Insurance",,01/04/2009,01/04/2018,1298,11,
543,"Real Estate, Real Estate Sales Representative Residential",,01/04/2009,01/02/2015,705,11,
544,"Health & Wellness, Health & Wellness Products",,01/05/2009,01/07/2010,1114,11,1992.0
545,"Real Estate, Real Estate Investments",,01/06/2009,01/06/2010,2310,11,1878.0
546,"Financial, Exempt Market Securities",,01/06/2009,01/07/2011,2276,11,
547,"Trades, Cabinet & Furniture Maker",,01/05/2009,01/07/2010,1795,11,
548,"Computer, Computer Repair",,24/07/2009,01/07/2011,351,11,1914.0
549,"Event Planning, Event Planner",,01/08/2009,01/08/2010,2936,11,1298.0
550,"Cleaning, Cleaning Services",,01/09/2009,01/09/2010,407,11,
551,"Coach, Business Coach",,01/06/2009,16/06/2011,2091,11,
552,"Medical, Chiropractor",,01/10/2009,01/10/2011,1357,11,
553,"Appearance, Cosmetics, Skin Care",,01/10/2009,01/10/2010,1011,11,
554,"Moving & Storage, Mover",,01/09/2009,01/09/2010,1160,11,1219.0
555,"Accounting, Professional Accountant",,01/12/2009,01/12/2010,125,11,
556,"Real Estate, Real Estate Investments",,01/12/2009,01/12/2010,2418,11,2023.0
557,"Photography, Photographer",,01/01/2010,01/01/2011,2315,11,399.0
558,"Insurance, Group Benefits Consultant",,01/03/2010,01/03/2011,518,11,
559,"Unknown, BNIW_Null",,01/03/2010,24/06/2011,842,11,1992.0
560,"Alternative Medicine, Naturopathic Doctor",,01/04/2010,01/04/2014,1422,11,1357.0
561,"Marketing, Promotional Products",,31/03/2011,01/11/2011,2395,11,
562,"Trades, Heating/Air Conditioning/Fireplaces",,01/06/2010,01/06/2011,2886,11,1992.0
563,"Graphic Design, Graphic Designer",,01/07/2010,01/07/2011,2390,11,
564,"Accounting, Bookkeeper",,01/08/2010,01/08/2011,483,11,2091.0
565,"Advertising, Print Advertising",,25/08/2010,01/08/2011,320,11,1425.0
566,"Real Estate, Property Management",,01/08/2010,01/08/2011,1389,11,
567,"Trades, Painter",,01/09/2010,01/09/2011,532,11,
568,"Travel, Travel Agent/Consultant",,01/09/2010,01/09/2011,2716,11,1992.0
569,"Health & Wellness, Massage Therapist",,01/08/2010,01/08/2011,2817,11,2390.0
570,"Cleaning, Cleaning Services",,01/09/2010,01/09/2011,62,11,2091.0
571,"Other, Other",,01/12/2010,16/12/2010,1763,11,489.0
572,"Trades, Painter",,01/12/2010,16/12/2010,180,11,2662.0
573,"Information Technology, Web Design",,01/02/2011,01/11/2012,325,11,399.0
574,"Real Estate, Real Estate Investments",,01/02/2011,01/10/2014,2421,11,2091.0
575,"Printing, Printer",,01/02/2011,01/02/2013,181,11,
576,"Information Technology, Mobile App Developer",,01/02/2011,14/02/2012,1069,11,320.0
577,"Business, Business Broker",,01/02/2011,01/08/2016,1345,11,1682.0
578,"Accounting, Professional Accountant",,01/02/2011,24/06/2011,2071,11,2091.0
579,"Legal, Lawyer Business",,01/03/2011,01/02/2012,1216,11,
580,"Information Technology, I.T. Specialist",,01/03/2011,01/09/2014,444,11,
581,"Information Technology, I.T. Specialist",,01/03/2011,01/03/2013,1626,11,
582,"Travel, Travel Agent/Consultant",,01/06/2011,01/06/2012,481,11,1345.0
583,"Coach, Business Coach",,16/06/2011,01/02/2012,2091,11,
584,"Trades, Renovations-Remodeling",,01/07/2011,01/07/2016,1087,11,1345.0
585,"Computer, Computer Configuration & Support Services",,05/07/2011,01/11/2007,2946,11,
586,"Marketing, Promotional Products",,05/07/2011,01/11/2011,1056,11,
587,"Telecommunications, Wireless Service",,01/08/2011,01/08/2012,1775,11,1345.0
588,"Legal, Lawyer Business",,15/08/2011,01/03/2012,2946,11,
589,"Legal, Lawyer Business",,15/08/2011,01/03/2012,2946,11,
590,"Legal, Lawyer Business",,15/08/2011,01/03/2012,2946,11,
591,"Signs, Sign Company",,01/09/2011,01/09/2012,1727,11,1345.0
592,"Automotive, Automotive Body Shop",,01/09/2011,01/08/2015,998,11,
593,"Marketing, Promotional Products",,14/10/2011,01/11/2011,2946,11,
594,"Marketing, Promotional Products",,14/10/2011,01/03/2011,2946,11,351.0
595,"Marketing, Promotional Products",,14/10/2011,01/11/2011,2946,11,
596,"Marketing, Promotional Products",,14/10/2011,01/11/2011,2249,11,
597,"Accounting, Accountant",,01/10/2011,01/04/2018,2588,11,1345.0
598,"Consulting, Financial Consultant",,01/10/2011,01/11/2015,2767,11,1345.0
599,"Marketing, Promotional Products",,31/10/2011,01/05/2013,2249,11,
600,"Office, Manufacturer of Office Furniture",,01/11/2011,01/11/2012,2470,11,
601,"Marketing, Personalized Greeting Card Service",,01/11/2011,01/11/2012,621,11,1349.0
602,"Unknown, BNIW_Null",,01/10/2011,01/10/2012,2587,11,998.0
603,"Construction, Roofing & Gutters",Member,01/12/2011,01/12/2021,923,11,
604,"Medical, Chiropractor",,01/12/2011,01/12/2013,1020,11,1422.0
605,"Electronics, Home Electronic Systems",,01/12/2011,01/12/2012,1786,11,2587.0
606,"Furniture, Furniture Repair/Restoration",,14/06/2013,01/05/2015,1415,11,2421.0
607,"Coach, Business Coach",,01/01/2012,01/05/2013,800,11,
608,"Senior Services, Senior Support Services",,01/02/2012,01/02/2015,1732,11,1069.0
609,"Associations, Non-Profit Organization",,01/02/2012,01/02/2013,738,11,2249.0
